contract_number,Date Signed,Vendor Name,Award Amount
C-020972,"Aug 30, 2014",Bajos LLC,"$6,444,583"
C-388454,"Oct 29, 2019",Servicios Unidos,"$7,612,010"
C-391703,"May 30, 2015",Global Supply,"$9,220,582"
C-076428,10/08/2016,Construcciones PR,"$6,098,554"
C-720881,2017-08-20,Marina Holdings,"$8,634,327"
C-171916,11/21/2014,Tech Solutions,"$5,882,330"
C-152884,2012-10-08,Marina Holdings,"$1,226,419"
C-353359,2011-10-25,Island Builders,"$7,322,431"
C-067819,10/28/2015,Tech Solutions,"$2,196,399"
C-281815,11/20/2019,Marina Holdings,"$8,052,291"
C-277566,2016-03-14,Universal Contractors,"$8,500,429"
C-461985,11/13/2018,Island Builders,"$5,788,262"
C-337534,2016-08-24,Island Builders,"$8,919,937"
C-045034,"Jan 28, 2012",Acme Corp,"$6,619,280"
C-530760,08/15/2013,Global Supply,"$9,578,925"
C-498657,"Sep 25, 2014",Bajos LLC,"$6,179,381"
C-966042,06/11/2011,Bajos LLC,"$1,107,913"
C-494099,"May 18, 2015",Construcciones PR,"$4,890,572"
C-247178,2010-07-12,Servicios Unidos,"$4,917,897"
C-675025,"Jun 07, 2019",Construcciones PR,"$7,788,858"
C-183659,"Jun 25, 2015",Acme Corp,"$3,542,253"
C-588160,11/08/2012,Acme Corp,"$8,140,484"
C-333518,2013-11-09,Bajos LLC,"$4,536,664"
C-377743,11/05/2016,Servicios Unidos,"$9,709,688"
C-077348,07/22/2017,Servicios Unidos,"$5,735,095"
C-246853,"Jun 20, 2011",Acme Corp,"$4,944,892"
C-890108,2016-10-23,Bajos LLC,"$997,280"
C-717732,"Sep 05, 2017",Bajos LLC,"$499,200"
C-814974,06/05/2019,Acme Corp,"$4,999,478"
C-026247,"Feb 05, 2013",Tech Solutions,"$455,868"
C-919362,01/08/2012,Island Builders,"$438,373"
C-891621,2011-01-11,Marina Holdings,"$8,892,831"
C-828114,2011-06-11,Global Supply,"$3,053,621"
C-551345,"Dec 18, 2017",Universal Contractors,"$9,709,892"
C-141798,01/20/2014,Servicios Unidos,"$3,283,257"
C-565703,"May 12, 2011",Construcciones PR,"$3,997,696"
C-584336,2015-05-21,Construcciones PR,"$8,782,716"
C-828038,"Feb 05, 2019",Bajos LLC,"$2,936,463"
C-177351,01/01/2015,Bajos LLC,"$6,886,630"
C-630101,"Feb 15, 2016",Construcciones PR,"$840,269"
C-065816,2012-04-11,Tech Solutions,"$9,860,215"
C-013133,09/07/2017,Global Supply,"$5,160,651"
C-229558,2013-02-26,Global Supply,"$1,629,132"
C-004190,05/27/2017,Universal Contractors,"$6,797,428"
C-017198,2011-11-04,Bajos LLC,"$1,017,584"
C-535864,"Jan 02, 2017",Bajos LLC,"$8,352,351"
C-994227,2015-11-30,Universal Contractors,"$7,382,991"
C-010460,2017-03-12,Bajos LLC,"$2,026,664"
C-181185,2011-08-19,Global Supply,"$7,233,577"
C-459656,"Mar 14, 2011",Construcciones PR,"$248,385"
C-599125,2016-04-13,Servicios Unidos,"$3,202,883"
C-291526,"Jun 03, 2017",Tech Solutions,"$9,091,958"
C-597612,07/19/2019,Marina Holdings,"$2,621,619"
C-353824,2010-12-08,Global Supply,"$968,343"
C-005163,"Apr 19, 2013",Servicios Unidos,"$2,432,482"
C-520004,"Nov 06, 2012",Universal Contractors,"$9,349,797"
C-678987,"Feb 13, 2016",Island Builders,"$789,935"
C-579701,2019-03-06,Global Supply,"$2,044,462"
C-317510,2019-06-30,Marina Holdings,"$7,316,741"
C-686678,"Jul 04, 2012",Construcciones PR,"$8,537,686"
C-199930,2016-09-30,Island Builders,"$5,844,791"
C-908432,2010-05-21,Bajos LLC,"$2,985,754"
C-389427,2015-06-11,Island Builders,"$3,775,006"
C-252397,"Aug 10, 2019",Bajos LLC,"$3,927,146"
C-790155,01/28/2011,Bajos LLC,"$935,712"
C-935642,"Dec 30, 2010",Global Supply,"$8,755,218"
C-369908,2018-12-05,Island Builders,"$54,544"
C-364098,04/27/2017,Marina Holdings,"$7,424,390"
C-959010,"Mar 09, 2010",Global Supply,"$1,036,978"
C-558083,"Jan 31, 2017",Island Builders,"$6,463,147"
C-151720,09/02/2016,Bajos LLC,"$6,317,251"
C-866323,2016-01-06,Construcciones PR,"$4,342,783"
C-832906,02/11/2016,Bajos LLC,"$6,967,373"
C-004070,"Aug 02, 2012",Servicios Unidos,"$9,402,229"
C-663192,2017-06-29,Universal Contractors,"$9,028,019"
C-114119,2014-12-14,Construcciones PR,"$2,594,224"
C-843725,"Apr 18, 2017",Global Supply,"$7,849,113"
C-742705,08/10/2018,Acme Corp,"$6,258,641"
C-581555,2018-07-02,Servicios Unidos,"$1,707,223"
C-262634,2018-10-29,Construcciones PR,"$3,874,973"
C-552755,"Mar 14, 2014",Tech Solutions,"$6,635,718"
C-402286,2015-08-16,Tech Solutions,"$1,238,032"
C-918513,2019-10-21,Servicios Unidos,"$3,490,831"
C-986336,2010-06-22,Construcciones PR,"$9,424,320"
C-912765,2012-05-02,Global Supply,"$8,323,088"
C-679282,"Dec 31, 2011",Construcciones PR,"$6,189,393"
C-595578,2010-04-08,Acme Corp,"$942,181"
C-618362,"Jul 05, 2012",Tech Solutions,"$926,513"
C-034722,2011-01-21,Global Supply,"$3,141,443"
C-389139,"Jul 02, 2012",Bajos LLC,"$4,865,361"
C-075036,09/18/2016,Bajos LLC,"$3,789,415"
C-564960,02/02/2015,Island Builders,"$2,548,413"
C-088326,"Feb 24, 2013",Marina Holdings,"$193,241"
C-253314,2010-01-26,Tech Solutions,"$2,025,873"
C-182576,2018-05-24,Bajos LLC,"$7,743,557"
C-828902,2016-10-14,Construcciones PR,"$7,405,085"
C-653177,2016-06-03,Island Builders,"$4,480,916"
C-247980,"Jul 19, 2013",Tech Solutions,"$595,875"
C-172974,10/14/2018,Global Supply,"$3,286,266"
C-853200,2010-09-05,Island Builders,"$7,923,158"
C-403000,"Oct 21, 2013",Global Supply,"$3,403,150"
C-371316,2017-11-05,Construcciones PR,"$7,021,122"
C-344036,2016-10-13,Tech Solutions,"$1,022,833"
C-400113,2018-10-05,Tech Solutions,"$2,196,016"
C-625227,"Dec 31, 2013",Construcciones PR,"$4,309,447"
C-302310,12/06/2010,Global Supply,"$5,686,216"
C-017414,2015-08-07,Global Supply,"$4,739,276"
C-638283,12/22/2019,Servicios Unidos,"$6,803,346"
C-026723,"Jun 08, 2014",Acme Corp,"$7,745,712"
C-388187,10/11/2015,Servicios Unidos,"$6,316,079"
C-434056,"Jul 16, 2010",Bajos LLC,"$3,325,203"
C-391933,2011-12-05,Universal Contractors,"$3,206,358"
C-023511,2012-05-22,Construcciones PR,"$5,505,930"
C-767985,2010-11-01,Tech Solutions,"$6,635,693"
C-616099,11/08/2010,Tech Solutions,"$8,093,710"
C-993115,2019-10-13,Construcciones PR,"$3,835,949"
C-292069,"Dec 16, 2017",Construcciones PR,"$9,983,957"
C-011037,2012-08-17,Marina Holdings,"$7,717,752"
C-906972,"Dec 17, 2015",Servicios Unidos,"$2,526,120"
C-436845,01/18/2016,Bajos LLC,"$7,536,337"
C-462850,08/31/2018,Global Supply,"$9,639,664"
C-947166,2018-12-05,Construcciones PR,"$6,651,980"
C-681533,2011-08-26,Tech Solutions,"$4,326,881"
C-385157,"Jun 28, 2019",Universal Contractors,"$7,950,657"
C-136526,02/11/2010,Bajos LLC,"$8,125,154"
C-429416,2011-01-10,Global Supply,"$9,549,792"
C-612363,06/07/2016,Servicios Unidos,"$8,018,720"
C-896274,"Jan 07, 2016",Island Builders,"$1,085,334"
C-279867,03/30/2018,Construcciones PR,"$6,067,719"
C-059671,09/11/2010,Universal Contractors,"$683,729"
C-496426,2018-09-07,Universal Contractors,"$427,545"
C-448221,"Feb 08, 2016",Marina Holdings,"$5,434,287"
C-059728,"Sep 22, 2012",Island Builders,"$9,267,049"
C-297141,"Aug 29, 2018",Universal Contractors,"$6,328,705"
C-481314,"May 30, 2017",Island Builders,"$7,060,488"
C-519859,03/26/2015,Island Builders,"$7,950,488"
C-574674,"May 29, 2018",Bajos LLC,"$9,313,615"
C-081691,10/25/2019,Servicios Unidos,"$5,921,597"
C-008782,"Dec 10, 2012",Construcciones PR,"$7,479,853"
C-405347,2013-04-21,Island Builders,"$7,772,519"
C-430145,"May 24, 2019",Construcciones PR,"$7,924,464"
C-119020,"Jul 05, 2017",Bajos LLC,"$3,062,419"
C-914756,2010-02-24,Tech Solutions,"$7,693,844"
C-232516,"Mar 03, 2015",Acme Corp,"$4,419,147"
C-830291,"May 06, 2014",Tech Solutions,"$8,132,989"
C-016345,2014-03-14,Global Supply,"$145,070"
C-565892,"Sep 05, 2011",Tech Solutions,"$1,937,386"
C-483024,"Sep 01, 2018",Universal Contractors,"$9,902,531"
C-241380,"Aug 23, 2018",Servicios Unidos,"$622,088"
C-451501,2016-06-23,Marina Holdings,"$1,909,813"
C-481624,2010-01-21,Tech Solutions,"$8,012,979"
C-532916,2018-09-14,Global Supply,"$9,223,036"
C-138675,2016-06-02,Tech Solutions,"$1,932,960"
C-726490,09/11/2016,Marina Holdings,"$260,484"
C-711249,"Mar 30, 2014",Servicios Unidos,"$9,325,666"
C-208228,"Apr 19, 2010",Acme Corp,"$9,605,978"
C-126608,11/28/2014,Global Supply,"$1,158,040"
C-375157,"Sep 25, 2018",Construcciones PR,"$2,314,036"
C-913273,12/06/2013,Marina Holdings,"$3,124,994"
C-548662,2017-05-14,Bajos LLC,"$5,488,473"
C-522502,04/15/2017,Construcciones PR,"$4,627,757"
C-339476,09/27/2015,Construcciones PR,"$1,543,919"
C-493907,07/26/2010,Bajos LLC,"$8,312,419"
C-516088,01/21/2012,Marina Holdings,"$388,723"
C-201849,"Mar 18, 2015",Global Supply,"$2,085,791"
C-483211,"Jun 10, 2011",Tech Solutions,"$7,902,132"
C-947092,10/18/2018,Universal Contractors,"$2,969,673"
C-679478,01/18/2016,Bajos LLC,"$3,308,327"
C-476053,06/24/2018,Global Supply,"$4,002,963"
C-995895,08/15/2014,Island Builders,"$3,697,882"
C-162088,"Dec 19, 2016",Construcciones PR,"$5,176,535"
C-115196,2010-11-13,Servicios Unidos,"$9,307,727"
C-346483,2016-03-27,Bajos LLC,"$4,074,697"
C-712889,03/04/2014,Marina Holdings,"$9,681,855"
C-550767,"Jul 05, 2016",Global Supply,"$2,913,843"
C-415238,"Sep 15, 2019",Marina Holdings,"$3,561,379"
C-196775,07/03/2015,Construcciones PR,"$1,088,315"
C-816802,"May 29, 2012",Universal Contractors,"$1,714,957"
C-923954,"Jan 24, 2013",Construcciones PR,"$2,872,595"
C-679203,2016-07-16,Universal Contractors,"$703,524"
C-710188,2014-02-07,Marina Holdings,"$710,933"
C-990533,2019-07-20,Global Supply,"$4,089,131"
C-905665,06/07/2014,Servicios Unidos,"$9,373,505"
C-937486,"May 27, 2018",Global Supply,"$2,648,123"
C-961828,07/15/2011,Tech Solutions,"$235,491"
C-696636,01/09/2019,Bajos LLC,"$3,248,884"
C-334730,"May 02, 2018",Universal Contractors,"$7,819,513"
C-235928,"Jul 06, 2012",Universal Contractors,"$1,869,037"
C-932865,"Jul 20, 2011",Island Builders,"$1,049,393"
C-776336,"Apr 01, 2015",Tech Solutions,"$2,643,709"
C-948360,"Jun 14, 2012",Universal Contractors,"$263,859"
C-948441,"Jun 19, 2015",Acme Corp,"$9,085,539"
C-200695,07/16/2019,Servicios Unidos,"$7,978,900"
C-048551,2017-11-01,Marina Holdings,"$1,134,948"
C-752068,08/02/2011,Universal Contractors,"$3,570,399"
C-276382,"Jun 20, 2013",Acme Corp,"$7,472,767"
C-231873,05/21/2010,Bajos LLC,"$5,170,898"
C-407991,2014-09-07,Tech Solutions,"$2,910,080"
C-526202,"Sep 25, 2014",Construcciones PR,"$8,305,977"
C-501240,"Nov 09, 2019",Construcciones PR,"$6,799,434"
C-778036,11/18/2010,Construcciones PR,"$2,052,416"
C-465681,"Jun 04, 2013",Universal Contractors,"$7,104,192"
C-063455,01/05/2010,Servicios Unidos,"$5,901,119"
C-614984,01/23/2014,Universal Contractors,"$2,072,126"
C-971406,06/21/2016,Construcciones PR,"$5,905,802"
C-923580,07/03/2014,Acme Corp,"$2,002,190"
C-774271,02/07/2012,Global Supply,"$1,834,371"
C-540623,"Jun 29, 2017",Construcciones PR,"$7,815,423"
C-461167,09/23/2012,Island Builders,"$9,004,067"
C-406602,"Oct 20, 2014",Construcciones PR,"$9,233,846"
C-491099,2015-06-07,Bajos LLC,"$8,295,950"
C-328678,01/22/2012,Construcciones PR,"$1,487,504"
C-786065,11/15/2017,Acme Corp,"$8,805,048"
C-267243,2011-01-28,Bajos LLC,"$9,166,038"
C-795741,05/30/2019,Bajos LLC,"$3,401,635"
C-590836,"Feb 08, 2012",Universal Contractors,"$4,921,524"
C-828418,2013-01-31,Acme Corp,"$2,713,484"
C-560386,2018-05-02,Bajos LLC,"$6,453,252"
C-006928,2013-04-10,Tech Solutions,"$8,210,257"
C-317054,2010-02-22,Servicios Unidos,"$8,382,871"
C-911422,"Mar 08, 2014",Island Builders,"$6,441,166"
C-132561,08/26/2011,Bajos LLC,"$6,582,075"
C-159338,"Jan 27, 2017",Universal Contractors,"$6,700,924"
C-432669,07/03/2019,Marina Holdings,"$4,188,236"
C-170290,"Apr 30, 2017",Bajos LLC,"$587,717"
C-178486,2012-12-29,Marina Holdings,"$6,707,049"
C-722676,11/06/2012,Bajos LLC,"$2,436,521"
C-830199,01/02/2010,Global Supply,"$1,720,524"
C-841853,04/09/2017,Tech Solutions,"$1,178,794"
C-736823,2013-07-23,Tech Solutions,"$8,200,129"
C-203734,2014-08-11,Tech Solutions,"$7,663,756"
C-371711,07/04/2015,Universal Contractors,"$2,842,266"
C-770368,07/04/2010,Construcciones PR,"$9,370,765"
C-896054,06/02/2011,Island Builders,"$1,139,666"
C-512032,11/06/2013,Tech Solutions,"$7,893,428"
C-518462,2015-08-19,Acme Corp,"$1,113,902"
C-859242,02/08/2013,Marina Holdings,"$8,886,479"
C-416030,08/27/2013,Marina Holdings,"$7,337,142"
C-132320,"Mar 26, 2019",Global Supply,"$5,041,494"
C-574519,2012-11-09,Island Builders,"$8,581,194"
C-456101,03/27/2013,Tech Solutions,"$8,810,060"
C-561770,04/01/2017,Island Builders,"$5,897,560"
C-500269,08/22/2011,Servicios Unidos,"$7,816,609"
C-190890,"Mar 04, 2015",Island Builders,"$6,864,255"
C-246751,"Aug 27, 2016",Tech Solutions,"$3,690,314"
C-207089,"Jan 16, 2012",Acme Corp,"$9,191,662"
C-285842,09/13/2010,Servicios Unidos,"$9,790,843"
C-218894,2014-07-21,Marina Holdings,"$8,930,552"
C-826829,05/03/2016,Global Supply,"$333,164"
C-485621,"Nov 17, 2010",Construcciones PR,"$2,174,117"
C-781934,"Jan 29, 2011",Construcciones PR,"$7,722,899"
C-329604,07/21/2016,Marina Holdings,"$753,082"
C-485327,"Nov 07, 2011",Acme Corp,"$6,805,614"
C-175492,2013-03-14,Tech Solutions,"$3,060,997"
C-602779,01/16/2012,Island Builders,"$2,166,591"
C-903126,2016-12-24,Bajos LLC,"$9,607,653"
C-967984,11/29/2011,Marina Holdings,"$9,878,923"
C-541481,"Apr 06, 2018",Servicios Unidos,"$2,174,182"
C-652378,"Mar 29, 2012",Island Builders,"$1,371,506"
C-826774,2013-06-18,Construcciones PR,"$6,908,312"
C-459579,2014-08-01,Island Builders,"$5,284,025"
C-892155,2019-06-23,Servicios Unidos,"$3,322,623"
C-115191,2011-07-11,Bajos LLC,"$3,571,970"
C-418199,2017-01-24,Bajos LLC,"$8,790,985"
C-166768,03/30/2011,Universal Contractors,"$6,449,556"
C-229539,05/07/2016,Acme Corp,"$5,643,839"
C-228213,03/04/2016,Island Builders,"$4,627,395"
C-816393,2017-11-15,Servicios Unidos,"$9,325,855"
C-299582,09/16/2012,Acme Corp,"$5,362,679"
C-839015,"Oct 08, 2013",Servicios Unidos,"$7,395,915"
C-389433,02/20/2017,Marina Holdings,"$1,418,133"
C-329422,"Nov 14, 2012",Tech Solutions,"$9,824,588"
C-970904,"Nov 01, 2012",Acme Corp,"$7,823,881"
C-017958,2014-08-05,Tech Solutions,"$7,827,844"
C-499085,07/08/2014,Island Builders,"$7,233,522"
C-135164,2011-08-11,Tech Solutions,"$7,890,931"
C-054113,2013-01-18,Acme Corp,"$7,358,774"
C-114424,"Nov 26, 2015",Marina Holdings,"$1,433,708"
C-681599,"Sep 30, 2018",Island Builders,"$9,258,729"
C-329648,"Mar 30, 2015",Construcciones PR,"$5,318,767"
C-426180,06/02/2015,Island Builders,"$7,171,776"
C-640152,"Feb 11, 2018",Marina Holdings,"$5,222,362"
C-352190,"Apr 25, 2014",Acme Corp,"$6,343,464"
C-993063,09/19/2018,Global Supply,"$6,204,577"
C-499935,06/25/2019,Construcciones PR,"$3,282,964"
C-064334,"Aug 24, 2013",Servicios Unidos,"$3,102,933"
C-839877,11/27/2017,Construcciones PR,"$4,236,517"
C-186476,2011-01-12,Bajos LLC,"$8,482,647"
C-427076,11/28/2015,Island Builders,"$8,307,639"
C-478758,"Jul 09, 2014",Marina Holdings,"$3,607,558"
C-852285,2011-05-03,Marina Holdings,"$5,481,957"
C-418086,2014-06-13,Tech Solutions,"$5,327,118"
C-869047,"Sep 04, 2014",Universal Contractors,"$3,701,989"
C-513691,"Jan 27, 2017",Bajos LLC,"$78,721"
C-066799,"Aug 19, 2014",Island Builders,"$6,028,643"
C-267502,"Feb 06, 2011",Universal Contractors,"$6,121,793"
C-803688,2018-10-21,Universal Contractors,"$8,271,861"
C-914127,"Feb 17, 2011",Global Supply,"$6,020,110"
C-195406,10/30/2013,Tech Solutions,"$9,733,853"
C-526300,06/06/2018,Universal Contractors,"$8,913,884"
C-830826,2018-11-17,Construcciones PR,"$6,565,456"
C-565849,"Feb 20, 2012",Construcciones PR,"$6,490,570"
C-367203,2018-12-05,Marina Holdings,"$9,598,118"
C-033567,2015-06-29,Bajos LLC,"$862,783"
C-088385,08/22/2011,Tech Solutions,"$4,188,249"
C-956596,2012-05-12,Construcciones PR,"$6,028,969"
C-910399,05/17/2017,Universal Contractors,"$3,064,763"
C-367072,2011-10-18,Acme Corp,"$8,043,511"
C-919249,2014-05-12,Acme Corp,"$7,266,482"
C-502213,01/07/2019,Universal Contractors,"$7,300,863"
C-104955,"Jul 01, 2014",Global Supply,"$6,435,385"
C-474208,"Apr 26, 2016",Island Builders,"$2,989,679"
C-925971,"Dec 25, 2018",Construcciones PR,"$4,567,721"
C-468076,"Feb 13, 2018",Island Builders,"$2,528,827"
C-740765,04/30/2010,Tech Solutions,"$498,117"
C-828722,"Sep 13, 2012",Construcciones PR,"$6,278,675"
C-677624,06/09/2014,Island Builders,"$9,667,078"
C-609495,2011-02-28,Acme Corp,"$5,137,368"
C-519092,12/28/2016,Marina Holdings,"$7,180,565"
C-006934,10/07/2010,Universal Contractors,"$3,135,719"
C-161541,2016-11-25,Bajos LLC,"$9,882,569"
C-136514,2013-02-11,Global Supply,"$1,942,025"
C-253247,07/06/2011,Acme Corp,"$4,023,065"
C-724177,01/17/2017,Servicios Unidos,"$7,437,006"
C-753647,2010-03-15,Island Builders,"$6,948"
C-552266,02/01/2018,Acme Corp,"$6,126,156"
C-066502,"Nov 07, 2016",Global Supply,"$9,413,761"
C-209619,"Mar 28, 2012",Marina Holdings,"$6,032,319"
C-174681,07/22/2011,Servicios Unidos,"$4,299,492"
C-819230,06/14/2018,Servicios Unidos,"$2,060,049"
C-456210,2015-10-11,Tech Solutions,"$7,217,102"
C-410112,2017-12-30,Universal Contractors,"$9,717,305"
C-674130,"Jan 13, 2017",Universal Contractors,"$7,994,824"
C-117208,08/25/2011,Universal Contractors,"$1,440,935"
C-138711,01/09/2019,Island Builders,"$9,401,028"
C-244427,"Aug 04, 2011",Marina Holdings,"$8,365,193"
C-132160,2015-11-12,Acme Corp,"$589,173"
C-448450,"Jul 05, 2011",Tech Solutions,"$6,651,831"
C-847234,04/11/2017,Global Supply,"$2,137,610"
C-243301,"Nov 16, 2011",Island Builders,"$4,482,777"
C-197689,"Sep 15, 2017",Tech Solutions,"$6,006,412"
C-381296,"Feb 18, 2015",Construcciones PR,"$863,643"
C-510251,08/02/2014,Global Supply,"$5,949,380"
C-229112,2017-01-24,Global Supply,"$2,945,955"
C-717205,09/04/2011,Global Supply,"$4,790,023"
C-127069,08/27/2015,Island Builders,"$1,411,299"
C-923894,"Dec 13, 2016",Bajos LLC,"$4,114,169"
C-244723,2014-01-26,Universal Contractors,"$9,830,631"
C-448209,"Dec 26, 2012",Tech Solutions,"$8,937,037"
C-219814,"May 02, 2011",Servicios Unidos,"$7,428,758"
C-853098,"Oct 02, 2015",Acme Corp,"$750,208"
C-859815,07/11/2010,Tech Solutions,"$6,520,177"
C-805941,04/24/2017,Global Supply,"$5,203,791"
C-477040,"Apr 07, 2013",Acme Corp,"$7,526,939"
C-463238,2010-06-27,Construcciones PR,"$4,313,969"
C-125579,12/14/2011,Universal Contractors,"$5,169,890"
C-173815,06/30/2014,Global Supply,"$8,654,850"
C-387828,2010-03-11,Tech Solutions,"$4,684,543"
C-708183,10/10/2013,Universal Contractors,"$9,805,170"
C-391208,06/26/2014,Marina Holdings,"$3,851,148"
C-748441,2010-04-01,Construcciones PR,"$5,433,948"
C-869187,"Mar 15, 2015",Global Supply,"$8,205,974"
C-812952,"May 24, 2010",Construcciones PR,"$4,542,505"
C-218806,"Mar 23, 2018",Universal Contractors,"$4,442,990"
C-691851,"Jun 29, 2010",Construcciones PR,"$9,112,523"
C-544684,03/07/2019,Acme Corp,"$769,692"
C-122240,12/01/2013,Marina Holdings,"$7,022,247"
C-657114,06/30/2015,Acme Corp,"$4,441,696"
C-232258,2014-02-08,Universal Contractors,"$36,437"
C-899387,03/13/2015,Construcciones PR,"$9,539,770"
C-571279,"Aug 13, 2018",Acme Corp,"$8,862,296"
C-848816,03/10/2012,Global Supply,"$1,756,824"
C-838047,2014-09-01,Island Builders,"$6,134,738"
C-749845,02/10/2012,Marina Holdings,"$2,703,289"
C-168404,"Mar 28, 2013",Global Supply,"$653,328"
C-491184,2014-07-12,Construcciones PR,"$8,544,687"
C-046493,2010-10-26,Marina Holdings,"$6,436,368"
C-077079,"Dec 16, 2016",Servicios Unidos,"$1,599,810"
C-110540,"Jan 14, 2013",Global Supply,"$4,935,642"
C-540198,"Sep 17, 2011",Servicios Unidos,"$2,985,525"
C-337564,"Apr 01, 2017",Universal Contractors,"$4,942,331"
C-430010,10/21/2013,Servicios Unidos,"$1,538,843"
C-391606,2014-07-15,Servicios Unidos,"$9,593,309"
C-905476,2018-11-20,Universal Contractors,"$3,923,518"
C-516644,"Jan 16, 2019",Construcciones PR,"$3,108,771"
C-858182,11/13/2013,Acme Corp,"$5,972,482"
C-438574,"Oct 17, 2010",Global Supply,"$2,024,461"
C-710112,2014-01-14,Universal Contractors,"$4,449,771"
C-482565,2018-08-02,Construcciones PR,"$4,482,494"
C-044095,"Oct 01, 2010",Servicios Unidos,"$1,327,677"
C-705359,01/30/2018,Tech Solutions,"$3,538,137"
C-013642,2017-11-29,Servicios Unidos,"$6,642,279"
C-768281,"Oct 04, 2014",Tech Solutions,"$4,567,174"
C-672238,"May 05, 2019",Tech Solutions,"$5,117,845"
C-632863,2015-11-09,Tech Solutions,"$9,861,743"
C-318461,"Feb 27, 2017",Marina Holdings,"$6,793,058"
C-862443,2016-08-30,Global Supply,"$3,244,783"
C-867608,"Oct 19, 2012",Global Supply,"$6,569,483"
C-356813,09/04/2010,Acme Corp,"$6,481,410"
C-302180,2011-03-18,Tech Solutions,"$9,834,563"
C-953740,2016-11-10,Bajos LLC,"$9,012,127"
C-747408,08/26/2015,Bajos LLC,"$1,491,854"
C-207625,2010-12-10,Bajos LLC,"$4,813,990"
C-808656,04/19/2016,Global Supply,"$9,041,443"
C-393904,05/05/2014,Acme Corp,"$5,053,942"
C-666708,2010-01-20,Servicios Unidos,"$9,965,110"
C-490172,2019-04-13,Construcciones PR,"$9,430,635"
C-043804,2011-02-09,Bajos LLC,"$7,091,878"
C-855366,"Nov 26, 2012",Bajos LLC,"$7,360,101"
C-921621,2011-03-09,Tech Solutions,"$7,769,266"
C-629827,01/06/2012,Universal Contractors,"$957,655"
C-637549,2010-03-25,Bajos LLC,"$3,291,034"
C-395426,2013-02-07,Construcciones PR,"$4,726,411"
C-314659,"Mar 06, 2012",Acme Corp,"$7,640,045"
C-015187,"May 23, 2010",Tech Solutions,"$85,380"
C-203446,2016-05-03,Tech Solutions,"$7,567,031"
C-381059,09/17/2012,Marina Holdings,"$5,905,369"
C-737354,2014-11-17,Bajos LLC,"$3,025,510"
C-169786,"Jan 17, 2015",Acme Corp,"$7,234,624"
C-412571,12/05/2014,Island Builders,"$3,242,574"
C-095340,"Dec 18, 2012",Acme Corp,"$8,343,620"
C-883952,11/14/2010,Construcciones PR,"$387,512"
C-931080,"Jul 08, 2012",Construcciones PR,"$8,715,749"
C-607739,07/03/2012,Universal Contractors,"$7,826,517"
C-974092,2014-08-10,Marina Holdings,"$597,378"
C-298176,2010-08-25,Marina Holdings,"$8,758,483"
C-861090,02/16/2013,Global Supply,"$6,527,651"
C-215475,09/24/2012,Bajos LLC,"$4,186,099"
C-570668,08/07/2015,Island Builders,"$6,729,072"
C-768520,2013-12-04,Universal Contractors,"$5,463,835"
C-296685,"Nov 06, 2012",Global Supply,"$734,727"
C-499669,2014-07-12,Bajos LLC,"$3,986,144"
C-574318,2017-12-04,Construcciones PR,"$4,060,783"
C-706838,2016-12-10,Construcciones PR,"$7,243,210"
C-030941,"Apr 28, 2010",Servicios Unidos,"$5,995,170"
C-515402,2015-09-23,Bajos LLC,"$9,946,406"
C-372028,2015-12-05,Servicios Unidos,"$5,801,107"
C-989805,"Nov 13, 2011",Bajos LLC,"$4,559,886"
C-665577,"Jan 25, 2013",Construcciones PR,"$5,531,835"
